150
2,2
2,3
2,5
2,7
2,8
2,10
2,11
2,12
2,13
2,17
2,18
2,20
2,21
2,22
2,24
2,25
2,26
2,27
2,28
2,29
2,30
2,31
2,32
2,35
2,36
2,37
2,38
2,40
2,41
2,44
2,46
2,47
2,48
2,49
2,50
3,1
3,3
3,4
3,7
3,8
3,9
3,10
3,12
3,13
3,18
3,24
3,26
3,27
3,28
3,29
3,30
3,31
3,35
3,36
3,39
3,40
3,41
3,43
3,46
3,48
3,50
4,1
4,2
4,4
4,5
4,7
4,8
4,9
4,10
4,12
4,13
4,14
4,18
4,23
4,26
4,27
4,29
4,30
4,31
4,35
4,36
4,38
4,39
4,40
4,41
4,43
4,46
4,48
4,50
5,2
5,3
5,7
5,8
5,9
5,10
5,12
5,13
5,14
5,25
5,26
5,27
5,30
5,31
5,35
5,36
5,39
5,40
5,43
5,46
5,48
5,50
6,1
6,3
6,7
6,8
6,10
6,11
6,12
6,17
6,18
6,20
6,21
6,22
6,23
6,24
6,25
6,27
6,28
6,29
6,30
6,31
6,32
6,33
6,35
6,36
6,37
6,38
6,40
6,41
6,44
6,45
6,47
6,48
6,49
6,50
7,11
7,17
7,18
7,19
7,20
7,21
7,22
7,28
7,32
7,33
7,34
7,45
7,47
7,49
8,1
8,2
8,3
8,4
8,5
8,8
8,9
8,10
8,12
8,13
8,18
8,23
8,25
8,27
8,30
8,31
8,35
8,36
8,38
8,39
8,40
8,41
8,43
8,44
8,46
8,48
8,50
9,1
9,2
9,3
9,4
9,5
9,7
9,10
9,11
9,12
9,13
9,18
9,20
9,21
9,22
9,24
9,25
9,26
9,27
9,28
9,29
9,30
9,31
9,32
9,35
9,36
9,37
9,38
9,40
9,41
9,44
9,46
9,47
9,48
9,49
9,50
10,2
10,3
10,4
10,7
10,10
10,13
10,14
10,30
10,31
10,35
10,39
10,43
10,46
10,48
11,1
11,2
11,3
11,4
11,5
11,7
11,8
11,9
11,12
11,13
11,18
11,24
11,25
11,26
11,27
11,28
11,29
11,30
11,31
11,35
11,36
11,38
11,39
11,40
11,41
11,43
11,46
11,48
11,50
12,1
12,5
12,6
12,8
12,15
12,17
12,18
12,19
12,20
12,21
12,22
12,27
12,28
12,29
12,32
12,33
12,34
12,37
12,38
12,40
12,41
12,45
12,47
12,49
12,50
13,1
13,2
13,3
13,4
13,5
13,7
13,8
13,10
13,13
13,18
13,20
13,22
13,24
13,25
13,26
13,27
13,28
13,29
13,30
13,31
13,35
13,36
13,38
13,40
13,41
13,43
13,44
13,46
13,47
13,48
13,49
13,50
14,1
14,2
14,3
14,4
14,7
14,8
14,9
14,10
14,12
14,14
14,26
14,27
14,29
14,30
14,31
14,35
14,36
14,39
14,40
14,41
14,43
14,46
14,48
14,50
15,3
15,4
15,9
15,13
15,39
15,43
15,48
16,11
16,16
16,17
16,19
16,34
16,37
17,15
17,34
18,1
18,5
18,6
18,11
18,15
18,18
18,19
18,20
18,22
18,28
18,29
18,32
18,33
18,34
18,37
18,41
18,47
18,49
19,1
19,2
19,3
19,5
19,6
19,7
19,8
19,10
19,11
19,12
19,17
19,20
19,21
19,22
19,24
19,25
19,26
19,27
19,28
19,29
19,30
19,31
19,32
19,35
19,36
19,37
19,38
19,40
19,41
19,44
19,45
19,46
19,47
19,48
19,49
19,50
20,6
20,11
20,15
20,17
20,21
20,32
20,34
20,37
20,49
21,1
21,5
21,6
21,8
21,11
21,12
21,17
21,18
21,21
21,22
21,24
21,27
21,28
21,29
21,32
21,33
21,34
21,37
21,38
21,40
21,41
21,44
21,45
21,47
21,49
21,50
22,1
22,5
22,6
22,8
22,11
22,18
22,19
22,20
22,22
22,24
22,26
22,27
22,28
22,29
22,32
22,37
22,40
22,41
22,44
22,45
22,47
22,49
22,50
23,1
23,5
23,6
23,8
23,11
23,12
23,17
23,18
23,20
23,21
23,24
23,27
23,28
23,29
23,32
23,33
23,37
23,38
23,40
23,41
23,44
23,45
23,47
23,49
23,50
24,3
24,5
24,7
24,38
24,41
24,43
24,48
25,1
25,2
25,5
25,8
25,10
25,12
25,18
25,20
25,21
25,22
25,25
25,26
25,27
25,28
25,29
25,30
25,31
25,32
25,35
25,36
25,40
25,41
25,44
25,45
25,46
25,47
25,49
25,50
26,1
26,4
26,5
26,7
26,8
26,10
26,12
26,18
26,24
26,26
26,27
26,28
26,30
26,31
26,35
26,38
26,40
26,44
26,45
26,47
26,48
26,50
27,1
27,2
27,3
27,4
27,8
27,10
27,12
27,13
27,18
27,21
27,24
27,25
27,27
27,28
27,29
27,30
27,31
27,35
27,36
27,40
27,41
27,46
27,48
27,50
28,1
28,2
28,3
28,4
28,5
28,7
28,8
28,10
28,11
28,12
28,13
28,18
28,20
28,21
28,22
28,24
28,25
28,26
28,28
28,29
28,30
28,31
28,32
28,35
28,36
28,38
28,40
28,41
28,44
28,45
28,46
28,47
28,48
28,49
28,50
29,1
29,2
29,5
29,6
29,8
29,10
29,11
29,12
29,17
29,18
29,20
29,21
29,22
29,24
29,25
29,26
29,27
29,29
29,30
29,31
29,32
29,35
29,36
29,37
29,38
29,40
29,41
29,44
29,45
29,47
29,49
29,50
30,1
30,2
30,3
30,5
30,8
30,10
30,11
30,12
30,13
30,17
30,18
30,20
30,21
30,22
30,24
30,26
30,27
30,28
30,30
30,31
30,32
30,35
30,36
30,37
30,38
30,40
30,41
30,44
30,46
30,47
30,49
30,50
31,1
31,2
31,3
31,4
31,5
31,7
31,8
31,9
31,10
31,12
31,13
31,18
31,24
31,25
31,26
31,27
31,28
31,29
31,31
31,35
31,36
31,38
31,39
31,40
31,41
31,43
31,44
31,46
31,48
31,50
32,1
32,2
32,3
32,4
32,5
32,7
32,8
32,9
32,10
32,12
32,13
32,18
32,24
32,25
32,26
32,27
32,28
32,29
32,30
32,35
32,36
32,38
32,39
32,40
32,41
32,43
32,44
32,46
32,48
32,50
33,1
33,5
33,6
33,8
33,11
33,17
33,18
33,19
33,20
33,21
33,22
33,24
33,27
33,28
33,29
33,36
33,37
33,40
33,41
33,44
33,47
33,49
33,50
34,5
34,6
34,11
34,17
34,20
34,22
34,34
34,38
34,45
34,47
34,49
35,6
35,11
35,15
35,16
35,17
35,19
35,20
35,33
35,49
36,1
36,2
36,3
36,4
36,5
36,7
36,8
36,9
36,10
36,12
36,13
36,18
36,24
36,25
36,26
36,27
36,28
36,29
36,30
36,31
36,36
36,38
36,39
36,40
36,41
36,43
36,44
36,46
36,48
36,50
37,1
37,2
37,3
37,4
37,5
37,7
37,8
37,10
37,12
37,13
37,18
37,24
37,26
37,27
37,28
37,29
37,30
37,31
37,32
37,35
37,37
37,38
37,40
37,41
37,46
37,48
37,50
38,1
38,5
38,8
38,11
38,15
38,17
38,18
38,19
38,20
38,21
38,22
38,28
38,29
38,32
38,36
38,40
38,41
38,47
38,49
38,50
39,1
39,3
39,5
39,7
39,8
39,10
39,11
39,12
39,18
39,20
39,22
39,23
39,25
39,27
39,28
39,29
39,30
39,31
39,33
39,35
39,36
39,40
39,41
39,44
39,47
39,48
39,49
39,50
40,2
40,3
40,4
40,7
40,9
40,10
40,13
40,14
40,30
40,31
40,35
40,43
40,46
40,48
41,1
41,2
41,3
41,4
41,5
41,7
41,8
41,10
41,11
41,12
41,13
41,18
41,20
41,21
41,22
41,24
41,25
41,26
41,27
41,28
41,29
41,30
41,31
41,32
41,35
41,36
41,37
41,38
41,41
41,44
